Date,Ticker,Cloture
24/03/2022,SDCI,6849.3
24/03/2022,SLBA,2607.3
24/03/2022,TTLS,1955.0
25/03/2022,CIEI,2800.7
25/03/2022,ORAC,4556.3
25/03/2022,SCCS,4924.0
25/03/2022,SDCI,6847.9
25/03/2022,SLBA,2656.1
25/03/2022,TTLS,2007.2
28/03/2022,CIEI,2751.4
28/03/2022,ORAC,4618.4
28/03/2022,SCCS,4923.9
28/03/2022,SDCI,6887.9
28/03/2022,SLBA,2681.9
28/03/2022,TTLS,1974.5
29/03/2022,CIEI,2781.8
29/03/2022,ORAC,4659.2
29/03/2022,SCCS,4880.7
29/03/2022,SDCI,6849.2
29/03/2022,SLBA,2696.7
29/03/2022,TTLS,1981.5
30/03/2022,CIEI,2851.1
30/03/2022,ORAC,4787.8
30/03/2022,SCCS,4906.4
30/03/2022,SDCI,6829.3
30/03/2022,SLBA,2688.5
30/03/2022,TTLS,1951.7
31/03/2022,CIEI,2766.8
31/03/2022,ORAC,4765.3
31/03/2022,SCCS,4981.6
31/03/2022,SDCI,6854.5
31/03/2022,SLBA,2635.5
31/03/2022,TTLS,1959.3
01/04/2022,CIEI,2760.4
01/04/2022,ORAC,4814.0
01/04/2022,SCCS,4986.0
01/04/2022,SDCI,6830.2
01/04/2022,SLBA,2631.8
01/04/2022,TTLS,1973.5
04/04/2022,CIEI,2762.4
04/04/2022,ORAC,4859.5
04/04/2022,SCCS,5040.8
04/04/2022,SDCI,6761.4
04/04/2022,SLBA,2650.7
04/04/2022,TTLS,1977.0
05/04/2022,CIEI,2804.8
05/04/2022,ORAC,4888.0
05/04/2022,SCCS,5060.2
05/04/2022,SDCI,6762.7
05/04/2022,SLBA,2616.1
05/04/2022,TTLS,1968.7
06/04/2022,CIEI,2867.5
06/04/2022,ORAC,4910.9
06/04/2022,SCCS,5070.2
06/04/2022,SDCI,6782.0
06/04/2022,SLBA,2659.0
06/04/2022,TTLS,1980.6
07/04/2022,CIEI,2859.7
07/04/2022,ORAC,4931.7
07/04/2022,SCCS,5026.0
07/04/2022,SDCI,6812.0
07/04/2022,SLBA,2647.6
07/04/2022,TTLS,1975.2
08/04/2022,CIEI,2791.1
08/04/2022,ORAC,4891.1
08/04/2022,SCCS,5085.8
08/04/2022,SDCI,6873.9
08/04/2022,SLBA,2660.6
08/04/2022,TTLS,1960.3
11/04/2022,CIEI,2818.5
11/04/2022,ORAC,4818.2
11/04/2022,SCCS,5170.1
11/04/2022,SDCI,6731.4
11/04/2022,SLBA,2649.5
11/04/2022,TTLS,1985.7
12/04/2022,CIEI,2860.6
12/04/2022,ORAC,4794.1
12/04/2022,SCCS,5143.7
12/04/2022,SDCI,6849.2
12/04/2022,SLBA,2606.4
12/04/2022,TTLS,2019.3
13/04/2022,CIEI,2879.8
13/04/2022,ORAC,4845.8
13/04/2022,SCCS,5091.1
13/04/2022,SDCI,6838.9
13/04/2022,SLBA,2676.7
13/04/2022,TTLS,1973.4
14/04/2022,CIEI,2882.3
14/04/2022,ORAC,4969.5
14/04/2022,SCCS,5124.6
14/04/2022,SDCI,6779.3
14/04/2022,SLBA,2636.5
14/04/2022,TTLS,1940.7
15/04/2022,CIEI,2845.8
15/04/2022,ORAC,5053.8
15/04/2022,SCCS,5132.6
15/04/2022,SDCI,6752.9
15/04/2022,SLBA,2668.2
15/04/2022,TTLS,1916.7
18/04/2022,CIEI,2950.2
18/04/2022,ORAC,5145.7
18/04/2022,SCCS,5203.7
18/04/2022,SDCI,6792.5
18/04/2022,SLBA,2649.1
18/04/2022,TTLS,1929.9
19/04/2022,CIEI,2895.5
19/04/2022,ORAC,5216.6
19/04/2022,SCCS,5236.1
19/04/2022,SDCI,6867.2
19/04/2022,SLBA,2658.9
19/04/2022,TTLS,1884.1
20/04/2022,CIEI,2828.3
20/04/2022,ORAC,5281.9
20/04/2022,SCCS,5229.5
20/04/2022,SDCI,6840.9
20/04/2022,SLBA,2631.3
20/04/2022,TTLS,1939.8
21/04/2022,CIEI,2869.3
21/04/2022,ORAC,5304.4
21/04/2022,SCCS,5144.0
21/04/2022,SDCI,6857.6
21/04/2022,SLBA,2617.3
21/04/2022,TTLS,1944.4
22/04/2022,CIEI,2880.9
22/04/2022,ORAC,5377.0
22/04/2022,SCCS,5183.9
22/04/2022,SDCI,6730.1
22/04/2022,SLBA,2648.8
22/04/2022,TTLS,1953.0
25/04/2022,CIEI,2909.3
25/04/2022,ORAC,5536.8
25/04/2022,SCCS,5191.7
25/04/2022,SDCI,6747.5
25/04/2022,SLBA,2716.0
25/04/2022,TTLS,1986.8
26/04/2022,CIEI,2924.1
26/04/2022,ORAC,5515.1
26/04/2022,SCCS,5114.2
26/04/2022,SDCI,6742.2
26/04/2022,SLBA,2686.3
26/04/2022,TTLS,1963.2
27/04/2022,CIEI,2997.9
27/04/2022,ORAC,5461.3
27/04/2022,SCCS,5024.3
27/04/2022,SDCI,6711.1
27/04/2022,SLBA,2686.9
27/04/2022,TTLS,1979.5
28/04/2022,CIEI,3061.7
28/04/2022,ORAC,5639.9
28/04/2022,SCCS,4915.5
28/04/2022,SDCI,6786.1
28/04/2022,SLBA,2720.2
28/04/2022,TTLS,1997.2
29/04/2022,CIEI,3035.2
29/04/2022,ORAC,5669.5
29/04/2022,SCCS,4953.7
29/04/2022,SDCI,6935.9
29/04/2022,SLBA,2698.1
29/04/2022,TTLS,2046.8
02/05/2022,CIEI,3080.3
02/05/2022,ORAC,5765.1
02/05/2022,SCCS,4929.2
02/05/2022,SDCI,7025.7
02/05/2022,SLBA,2723.2
02/05/2022,TTLS,2011.5
03/05/2022,CIEI,3024.4
03/05/2022,ORAC,5853.4
03/05/2022,SCCS,4733.8
03/05/2022,SDCI,6963.7
03/05/2022,SLBA,2695.6
03/05/2022,TTLS,2064.9
04/05/2022,CIEI,2945.1
04/05/2022,ORAC,5754.9
04/05/2022,SCCS,4685.2
04/05/2022,SDCI,7095.2
04/05/2022,SLBA,2717.0
04/05/2022,TTLS,2090.4
05/05/2022,CIEI,2997.9
05/05/2022,ORAC,5986.7
05/05/2022,SCCS,4650.8
05/05/2022,SDCI,7070.8
05/05/2022,SLBA,2732.7
05/05/2022,TTLS,2103.3
06/05/2022,CIEI,2977.4
06/05/2022,ORAC,6164.8
06/05/2022,SCCS,4645.9
06/05/2022,SDCI,7071.2
06/05/2022,SLBA,2775.9
06/05/2022,TTLS,2147.0
09/05/2022,CIEI,2879.5
09/05/2022,ORAC,6190.4
09/05/2022,SCCS,4649.3
09/05/2022,SDCI,7025.9
09/05/2022,SLBA,2789.3
09/05/2022,TTLS,2140.9
10/05/2022,CIEI,2877.8
10/05/2022,ORAC,6273.2
10/05/2022,SCCS,4631.7
10/05/2022,SDCI,7068.3
10/05/2022,SLBA,2746.2
10/05/2022,TTLS,2137.0
11/05/2022,CIEI,2847.9
11/05/2022,ORAC,6294.4
11/05/2022,SCCS,4674.3
11/05/2022,SDCI,7119.1
11/05/2022,SLBA,2770.2
11/05/2022,TTLS,2172.6
12/05/2022,CIEI,2868.9
12/05/2022,ORAC,6213.7
12/05/2022,SCCS,4733.3
12/05/2022,SDCI,7135.5
12/05/2022,SLBA,2730.7
12/05/2022,TTLS,2162.5
13/05/2022,CIEI,2865.4
13/05/2022,ORAC,6210.9
13/05/2022,SCCS,4721.9
13/05/2022,SDCI,7121.5
13/05/2022,SLBA,2757.6
13/05/2022,TTLS,2208.1
16/05/2022,CIEI,2831.1
16/05/2022,ORAC,6256.4
16/05/2022,SCCS,4812.9
16/05/2022,SDCI,7113.2
16/05/2022,SLBA,2811.9
16/05/2022,TTLS,2266.4
17/05/2022,CIEI,2799.6
17/05/2022,ORAC,6376.4
17/05/2022,SCCS,4807.0
17/05/2022,SDCI,7082.9
17/05/2022,SLBA,2833.9
17/05/2022,TTLS,2279.0
18/05/2022,CIEI,2831.2
18/05/2022,ORAC,6457.3
18/05/2022,SCCS,4758.4
18/05/2022,SDCI,7169.4
18/05/2022,SLBA,2813.8
18/05/2022,TTLS,2290.1
19/05/2022,CIEI,2790.4
19/05/2022,ORAC,6472.1
19/05/2022,SCCS,4768.6
19/05/2022,SDCI,7128.6
19/05/2022,SLBA,2857.6
19/05/2022,TTLS,2267.3
20/05/2022,CIEI,2795.0
20/05/2022,ORAC,6621.0
20/05/2022,SCCS,4687.9
20/05/2022,SDCI,7119.9
20/05/2022,SLBA,2864.1
20/05/2022,TTLS,2233.7
23/05/2022,CIEI,2752.2
23/05/2022,ORAC,6549.3
23/05/2022,SCCS,4672.3
23/05/2022,SDCI,7106.0
23/05/2022,SLBA,2817.9
23/05/2022,TTLS,2295.2
24/05/2022,CIEI,2770.2
24/05/2022,ORAC,6641.1
24/05/2022,SCCS,4614.2
24/05/2022,SDCI,7046.2
24/05/2022,SLBA,2805.2
24/05/2022,TTLS,2256.5
25/05/2022,CIEI,2844.2
25/05/2022,ORAC,6768.2
25/05/2022,SCCS,4591.6
25/05/2022,SDCI,7030.9
25/05/2022,SLBA,2857.1
25/05/2022,TTLS,2263.8
26/05/2022,CIEI,2867.9
26/05/2022,ORAC,6745.6
26/05/2022,SCCS,4603.8
26/05/2022,SDCI,6911.3
26/05/2022,SLBA,2846.1
26/05/2022,TTLS,2279.6
27/05/2022,CIEI,2915.4
27/05/2022,ORAC,6561.3
27/05/2022,SCCS,4469.5
27/05/2022,SDCI,6948.9
27/05/2022,SLBA,2850.8
27/05/2022,TTLS,2246.8
30/05/2022,CIEI,2934.5
30/05/2022,ORAC,6475.0
30/05/2022,SCCS,4491.8
30/05/2022,SDCI,6997.8
30/05/2022,SLBA,2838.3
30/05/2022,TTLS,2223.1
31/05/2022,CIEI,2890.8
31/05/2022,ORAC,6508.2
31/05/2022,SCCS,4507.2
31/05/2022,SDCI,6976.6
31/05/2022,SLBA,2776.3
31/05/2022,TTLS,2198.8
01/06/2022,CIEI,2876.7
01/06/2022,ORAC,6571.8
01/06/2022,SCCS,4496.7
01/06/2022,SDCI,7110.3
01/06/2022,SLBA,2758.1
01/06/2022,TTLS,2286.4
02/06/2022,CIEI,2878.8
02/06/2022,ORAC,6743.4
02/06/2022,SCCS,4536.7
02/06/2022,SDCI,7044.4
02/06/2022,SLBA,2771.1
02/06/2022,TTLS,2305.6
03/06/2022,CIEI,2897.1
03/06/2022,ORAC,6644.1
03/06/2022,SCCS,4556.7
03/06/2022,SDCI,7095.1
03/06/2022,SLBA,2778.8
03/06/2022,TTLS,2367.2
06/06/2022,CIEI,2869.7
06/06/2022,ORAC,6653.2
06/06/2022,SCCS,4538.0
06/06/2022,SDCI,7139.6
06/06/2022,SLBA,2772.8
06/06/2022,TTLS,2457.8
07/06/2022,CIEI,2895.4
07/06/2022,ORAC,6731.1
07/06/2022,SCCS,4484.5
07/06/2022,SDCI,7097.8
07/06/2022,SLBA,2696.0
07/06/2022,TTLS,2506.8
08/06/2022,CIEI,2863.0
08/06/2022,ORAC,6723.1
08/06/2022,SCCS,4525.2
08/06/2022,SDCI,7081.3
08/06/2022,SLBA,2739.1
08/06/2022,TTLS,2570.5
09/06/2022,CIEI,2864.9
09/06/2022,ORAC,6477.2
09/06/2022,SCCS,4567.8
09/06/2022,SDCI,7160.7
09/06/2022,SLBA,2764.9
09/06/2022,TTLS,2554.7
10/06/2022,CIEI,2863.5
10/06/2022,ORAC,6569.4
10/06/2022,SCCS,4488.0
10/06/2022,SDCI,7169.9
10/06/2022,SLBA,2801.9
10/06/2022,TTLS,2527.6
13/06/2022,CIEI,2812.7
13/06/2022,ORAC,6821.2
13/06/2022,SCCS,4449.9
13/06/2022,SDCI,7198.1
13/06/2022,SLBA,2849.5
13/06/2022,TTLS,2597.9
14/06/2022,CIEI,2854.5
14/06/2022,ORAC,6940.0
14/06/2022,SCCS,4387.9
14/06/2022,SDCI,7322.6
14/06/2022,SLBA,2833.3
14/06/2022,TTLS,2670.9
15/06/2022,CIEI,2855.8
15/06/2022,ORAC,6847.4
15/06/2022,SCCS,4432.9
15/06/2022,SDCI,7345.7
15/06/2022,SLBA,2811.2
15/06/2022,TTLS,2626.7
16/06/2022,CIEI,2859.6
16/06/2022,ORAC,6811.3
16/06/2022,SCCS,4403.4
16/06/2022,SDCI,7203.0
16/06/2022,SLBA,2822.9
16/06/2022,TTLS,2685.5
17/06/2022,CIEI,2857.3
17/06/2022,ORAC,6844.6
17/06/2022,SCCS,4338.4
17/06/2022,SDCI,7143.7
17/06/2022,SLBA,2884.6
17/06/2022,TTLS,2704.7
20/06/2022,CIEI,2765.3
20/06/2022,ORAC,7126.3
20/06/2022,SCCS,4418.3
20/06/2022,SDCI,7218.9
20/06/2022,SLBA,2821.6
20/06/2022,TTLS,2748.4
21/06/2022,CIEI,2705.7
21/06/2022,ORAC,7206.3
21/06/2022,SCCS,4443.6
21/06/2022,SDCI,7211.8
21/06/2022,SLBA,2813.4
21/06/2022,TTLS,2801.1
22/06/2022,CIEI,2668.1
22/06/2022,ORAC,7229.0
22/06/2022,SCCS,4457.3
22/06/2022,SDCI,7122.8
22/06/2022,SLBA,2787.5
22/06/2022,TTLS,2901.9
23/06/2022,CIEI,2707.4
23/06/2022,ORAC,7418.8
23/06/2022,SCCS,4471.7
23/06/2022,SDCI,6958.5
23/06/2022,SLBA,2807.9
23/06/2022,TTLS,2874.7
24/06/2022,CIEI,2682.9
24/06/2022,ORAC,7419.0
24/06/2022,SCCS,4463.3
24/06/2022,SDCI,6989.3
24/06/2022,SLBA,2861.6
24/06/2022,TTLS,2880.2
27/06/2022,CIEI,2706.8
27/06/2022,ORAC,7649.9
27/06/2022,SCCS,4466.3
27/06/2022,SDCI,7118.5
27/06/2022,SLBA,2850.8
27/06/2022,TTLS,2950.9
28/06/2022,CIEI,2663.8
28/06/2022,ORAC,7576.3
28/06/2022,SCCS,4515.5
28/06/2022,SDCI,7016.0
28/06/2022,SLBA,2805.1
28/06/2022,TTLS,2942.8
29/06/2022,CIEI,2628.9
29/06/2022,ORAC,7528.8
29/06/2022,SCCS,4540.7
29/06/2022,SDCI,6838.2
29/06/2022,SLBA,2807.1
29/06/2022,TTLS,2977.2
30/06/2022,CIEI,2609.4
30/06/2022,ORAC,7625.7
30/06/2022,SCCS,4516.9
30/06/2022,SDCI,6882.6
30/06/2022,SLBA,2796.9
30/06/2022,TTLS,2978.8
01/07/2022,CIEI,2650.4
01/07/2022,ORAC,7809.7
01/07/2022,SCCS,4523.3
01/07/2022,SDCI,6842.0
01/07/2022,SLBA,2741.0
01/07/2022,TTLS,2893.6
04/07/2022,CIEI,2583.1
04/07/2022,ORAC,7901.8
04/07/2022,SCCS,4626.3
04/07/2022,SDCI,6821.8
04/07/2022,SLBA,2772.8
04/07/2022,TTLS,2870.5
05/07/2022,CIEI,2575.4
05/07/2022,ORAC,7950.5
05/07/2022,SCCS,4596.6
05/07/2022,SDCI,6799.3
05/07/2022,SLBA,2754.1
05/07/2022,TTLS,2921.6
06/07/2022,CIEI,2590.4
06/07/2022,ORAC,7729.4
06/07/2022,SCCS,4524.9
06/07/2022,SDCI,6729.9
06/07/2022,SLBA,2778.8
06/07/2022,TTLS,2898.7
07/07/2022,CIEI,2595.0
07/07/2022,ORAC,7651.6
07/07/2022,SCCS,4532.3
07/07/2022,SDCI,6769.0
07/07/2022,SLBA,2731.5
07/07/2022,TTLS,2824.3
08/07/2022,CIEI,2593.5
08/07/2022,ORAC,7587.1
08/07/2022,SCCS,4471.2
08/07/2022,SDCI,6847.0
08/07/2022,SLBA,2770.6
08/07/2022,TTLS,2804.4
11/07/2022,CIEI,2623.3
11/07/2022,ORAC,7532.4
11/07/2022,SCCS,4613.6
11/07/2022,SDCI,6880.6
11/07/2022,SLBA,2718.9
11/07/2022,TTLS,2815.0
12/07/2022,CIEI,2633.9
12/07/2022,ORAC,7613.2
12/07/2022,SCCS,4649.4
12/07/2022,SDCI,6838.8
12/07/2022,SLBA,2756.4
12/07/2022,TTLS,2845.4
